Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;2022-10-20;1;46;100,0;24;24;0;46;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;2022-10-20;2;44;100,0;24;24;0;44;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;2022-10-20;Totalt i retning Kroken;46;100,0;24;24;0;46;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;2022-10-20;Totalt i retning Tomasjord;44;100,0;24;24;0;44;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;2022-10-20;Totalt;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;2022-10-21;1;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;2022-10-21;2;44;100,0;24;24;0;44;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;2022-10-21;Totalt i retning Kroken;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;2022-10-21;Totalt i retning Tomasjord;44;100,0;24;24;0;44;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;2022-10-21;Totalt;84;100,0;24;24;0;84;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;2022-10-22;1;13;100,0;24;24;0;13;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;2022-10-22;2;13;100,0;24;24;0;13;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;2022-10-22;Totalt i retning Kroken;13;100,0;24;24;0;13;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;2022-10-22;Totalt i retning Tomasjord;13;100,0;24;24;0;13;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;2022-10-22;Totalt;26;100,0;24;24;0;26;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;2022-10-23;1;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;2022-10-23;2;5;100,0;24;24;0;5;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;2022-10-23;Totalt i retning Kroken;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;2022-10-23;Totalt i retning Tomasjord;5;100,0;24;24;0;5;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;2022-10-23;Totalt;15;100,0;24;24;0;15;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;2022-10-24;1;34;100,0;24;24;0;34;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;2022-10-24;2;35;100,0;24;24;0;35;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;2022-10-24;Totalt i retning Kroken;34;100,0;24;24;0;34;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;2022-10-24;Totalt i retning Tomasjord;35;100,0;24;24;0;35;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;2022-10-24;Totalt;69;100,0;24;24;0;69;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;2022-10-25;1;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;2022-10-25;2;31;100,0;24;24;0;31;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;2022-10-25;Totalt i retning Kroken;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;2022-10-25;Totalt i retning Tomasjord;31;100,0;24;24;0;31;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;2022-10-25;Totalt;60;100,0;24;24;0;60;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;2022-10-26;1;36;100,0;24;24;0;36;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;2022-10-26;2;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;2022-10-26;Totalt i retning Kroken;36;100,0;24;24;0;36;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;2022-10-26;Totalt i retning Tomasjord;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;2022-10-26;Totalt;75;100,0;24;24;0;75;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-27T00:00+02:00;2022-10-28T00:00+02:00;2022-10-27;1;26;100,0;24;24;0;26;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-27T00:00+02:00;2022-10-28T00:00+02:00;2022-10-27;2;28;100,0;24;24;0;28;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-27T00:00+02:00;2022-10-28T00:00+02:00;2022-10-27;Totalt i retning Kroken;26;100,0;24;24;0;26;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-27T00:00+02:00;2022-10-28T00:00+02:00;2022-10-27;Totalt i retning Tomasjord;28;100,0;24;24;0;28;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-27T00:00+02:00;2022-10-28T00:00+02:00;2022-10-27;Totalt;54;100,0;24;24;0;54;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-28T00:00+02:00;2022-10-29T00:00+02:00;2022-10-28;1;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-28T00:00+02:00;2022-10-29T00:00+02:00;2022-10-28;2;23;100,0;24;24;0;23;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-28T00:00+02:00;2022-10-29T00:00+02:00;2022-10-28;Totalt i retning Kroken;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-28T00:00+02:00;2022-10-29T00:00+02:00;2022-10-28;Totalt i retning Tomasjord;23;100,0;24;24;0;23;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-28T00:00+02:00;2022-10-29T00:00+02:00;2022-10-28;Totalt;52;100,0;24;24;0;52;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-29T00:00+02:00;2022-10-30T00:00+02:00;2022-10-29;1;11;100,0;24;24;0;11;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-29T00:00+02:00;2022-10-30T00:00+02:00;2022-10-29;2;13;100,0;24;24;0;13;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-29T00:00+02:00;2022-10-30T00:00+02:00;2022-10-29;Totalt i retning Kroken;11;100,0;24;24;0;11;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-29T00:00+02:00;2022-10-30T00:00+02:00;2022-10-29;Totalt i retning Tomasjord;13;100,0;24;24;0;13;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-29T00:00+02:00;2022-10-30T00:00+02:00;2022-10-29;Totalt;24;100,0;24;24;0;24;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-30T00:00+02:00;2022-10-31T00:00+01:00;2022-10-30;1;11;100,0;25;25;0;11;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-30T00:00+02:00;2022-10-31T00:00+01:00;2022-10-30;2;11;100,0;25;25;0;11;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-30T00:00+02:00;2022-10-31T00:00+01:00;2022-10-30;Totalt i retning Kroken;11;100,0;25;25;0;11;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-30T00:00+02:00;2022-10-31T00:00+01:00;2022-10-30;Totalt i retning Tomasjord;11;100,0;25;25;0;11;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-30T00:00+02:00;2022-10-31T00:00+01:00;2022-10-30;Totalt;22;100,0;25;25;0;22;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-31T00:00+01:00;2022-11-01T00:00+01:00;2022-10-31;1;48;100,0;24;24;0;48;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-31T00:00+01:00;2022-11-01T00:00+01:00;2022-10-31;2;43;100,0;24;24;0;43;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-31T00:00+01:00;2022-11-01T00:00+01:00;2022-10-31;Totalt i retning Kroken;48;100,0;24;24;0;48;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-31T00:00+01:00;2022-11-01T00:00+01:00;2022-10-31;Totalt i retning Tomasjord;43;100,0;24;24;0;43;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-31T00:00+01:00;2022-11-01T00:00+01:00;2022-10-31;Totalt;91;100,0;24;24;0;91;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-11-02T00:00+01:00;2022-11-01;1;45;100,0;24;24;0;45;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-11-02T00:00+01:00;2022-11-01;2;45;100,0;24;24;0;45;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-11-02T00:00+01:00;2022-11-01;Totalt i retning Kroken;45;100,0;24;24;0;45;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-11-02T00:00+01:00;2022-11-01;Totalt i retning Tomasjord;45;100,0;24;24;0;45;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-11-02T00:00+01:00;2022-11-01;Totalt;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-02T00:00+01:00;2022-11-03T00:00+01:00;2022-11-02;1;63;100,0;24;24;0;63;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-02T00:00+01:00;2022-11-03T00:00+01:00;2022-11-02;2;59;100,0;24;24;0;59;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-02T00:00+01:00;2022-11-03T00:00+01:00;2022-11-02;Totalt i retning Kroken;63;100,0;24;24;0;63;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-02T00:00+01:00;2022-11-03T00:00+01:00;2022-11-02;Totalt i retning Tomasjord;59;100,0;24;24;0;59;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-02T00:00+01:00;2022-11-03T00:00+01:00;2022-11-02;Totalt;122;100,0;24;24;0;122;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;2022-11-03;1;52;100,0;24;24;0;52;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;2022-11-03;2;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;2022-11-03;Totalt i retning Kroken;52;100,0;24;24;0;52;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;2022-11-03;Totalt i retning Tomasjord;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;2022-11-03;Totalt;101;100,0;24;24;0;101;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;2022-11-04;1;47;100,0;24;24;0;47;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;2022-11-04;2;38;100,0;24;24;0;38;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;2022-11-04;Totalt i retning Kroken;47;100,0;24;24;0;47;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;2022-11-04;Totalt i retning Tomasjord;38;100,0;24;24;0;38;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;2022-11-04;Totalt;85;100,0;24;24;0;85;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;2022-11-05;1;26;100,0;24;24;0;26;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;2022-11-05;2;22;100,0;24;24;0;22;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;2022-11-05;Totalt i retning Kroken;26;100,0;24;24;0;26;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;2022-11-05;Totalt i retning Tomasjord;22;100,0;24;24;0;22;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;2022-11-05;Totalt;48;100,0;24;24;0;48;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;2022-11-06;1;15;100,0;24;24;0;15;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;2022-11-06;2;18;100,0;24;24;0;18;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;2022-11-06;Totalt i retning Kroken;15;100,0;24;24;0;15;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;2022-11-06;Totalt i retning Tomasjord;18;100,0;24;24;0;18;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;2022-11-06;Totalt;33;100,0;24;24;0;33;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;2022-11-07;1;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;2022-11-07;2;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;2022-11-07;Totalt i retning Kroken;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;2022-11-07;Totalt i retning Tomasjord;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;2022-11-07;Totalt;80;100,0;24;24;0;80;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;2022-11-08;1;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;2022-11-08;2;50;100,0;24;24;0;50;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;2022-11-08;Totalt i retning Kroken;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;2022-11-08;Totalt i retning Tomasjord;50;100,0;24;24;0;50;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;2022-11-08;Totalt;99;100,0;24;24;0;99;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;2022-11-09;1;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;2022-11-09;2;36;100,0;24;24;0;36;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;2022-11-09;Totalt i retning Kroken;40;100,0;24;24;0;40;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;2022-11-09;Totalt i retning Tomasjord;36;100,0;24;24;0;36;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;2022-11-09;Totalt;76;100,0;24;24;0;76;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;2022-11-10;1;47;100,0;24;24;0;47;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;2022-11-10;2;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;2022-11-10;Totalt i retning Kroken;47;100,0;24;24;0;47;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;2022-11-10;Totalt i retning Tomasjord;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;2022-11-10;Totalt;86;100,0;24;24;0;86;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;2022-11-11;1;33;100,0;24;24;0;33;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;2022-11-11;2;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;2022-11-11;Totalt i retning Kroken;33;100,0;24;24;0;33;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;2022-11-11;Totalt i retning Tomasjord;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;2022-11-11;Totalt;62;100,0;24;24;0;62;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;2022-11-12;1;5;100,0;24;24;0;5;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;2022-11-12;2;5;100,0;24;24;0;5;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;2022-11-12;Totalt i retning Kroken;5;100,0;24;24;0;5;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;2022-11-12;Totalt i retning Tomasjord;5;100,0;24;24;0;5;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;2022-11-12;Totalt;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;2022-11-13;1;12;100,0;24;24;0;12;0,00;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;2022-11-13;2;13;100,0;24;24;0;13;0,00;-;-;-;-;-;-;-;-
